sub_id,trial_num,dot,age,gender,itemprompt,trial_type,rt,left_quant,center_quant,right_quant,audio_prompt,bookl_1,bookl_2,bookl_3,bookl_4,bookc_1,bookc_2,bookc_3,bookc_4,bookr_1,bookr_2,bookr_3,bookr_4,all1,all2,all3,all4,some1,some2,some3,some4,none1,none2,none3,none4,item1,item2,item3,selection_side,correct,selection_type
pilot_5,26,12/3/15,3.282683094,male,table,some,1710,none,some,all,sometable,images/bee.png,images/bee.png,images/bee.png,images/bee.png,images/fence.png,images/table.png,images/table.png,images/fence.png,images/table.png,images/table.png,images/table.png,images/table.png,table,table,table,table,fence,table,table,fence,bee,bee,bee,bee,table,fence,bee,R,N,all
pilot_5,27,12/3/15,3.282683094,male,bear,all,2806,none,some,all,allbear,images/horse.png,images/horse.png,images/horse.png,images/horse.png,images/bear.png,images/cow.png,images/bear.png,images/cow.png,images/bear.png,images/bear.png,images/bear.png,images/bear.png,bear,bear,bear,bear,bear,cow,bear,cow,horse,horse,horse,horse,bear,cow,horse,R,Y,all
pilot_5,28,12/3/15,3.282683094,male,toothbrush,none,3280,all,some,none,nonetoothbrush,images/toothbrush.png,images/toothbrush.png,images/toothbrush.png,images/toothbrush.png,images/toothbrush.png,images/firetruck.png,images/firetruck.png,images/toothbrush.png,images/lamp.png,images/lamp.png,images/lamp.png,images/lamp.png,toothbrush,toothbrush,toothbrush,toothbrush,toothbrush,firetruck,firetruck,toothbrush,lamp,lamp,lamp,lamp,toothbrush,firetruck,lamp,C,N,some
pilot_5,29,12/3/15,3.282683094,male,pig,all,2132,some,all,none,allpig,images/pig.png,images/owl.png,images/owl.png,images/pig.png,images/pig.png,images/pig.png,images/pig.png,images/pig.png,images/tiger.png,images/tiger.png,images/tiger.png,images/tiger.png,pig,pig,pig,pig,pig,owl,owl,pig,tiger,tiger,tiger,tiger,pig,owl,tiger,C,Y,all
pilot_5,30,12/3/15,3.282683094,male,shirt,none,3370,none,all,some,noneshirt,images/sock.png,images/sock.png,images/sock.png,images/sock.png,images/shirt.png,images/shirt.png,images/shirt.png,images/shirt.png,images/zipper.png,images/shirt.png,images/shirt.png,images/zipper.png,shirt,shirt,shirt,shirt,zipper,shirt,shirt,zipper,sock,sock,sock,sock,shirt,zipper,sock,R,N,some
Pilot_6,1,12/9/15,4.815879535,male,teddybear,some,9264,none,some,all,someteddybear,images/paintbrush.png,images/paintbrush.png,images/paintbrush.png,images/paintbrush.png,images/teddybear.png,images/teddybear.png,images/book.png,images/book.png,images/teddybear.png,images/teddybear.png,images/teddybear.png,images/teddybear.png,teddybear,teddybear,teddybear,teddybear,teddybear,teddybear,book,book,paintbrush,paintbrush,paintbrush,paintbrush,teddybear,book,paintbrush,L,N,none
Pilot_6,2,12/9/15,4.815879535,male,lion,some,6833,some,all,none,somelion,images/lion.png,images/lion.png,images/penguin.png,images/penguin.png,images/lion.png,images/lion.png,images/lion.png,images/lion.png,images/duck.png,images/duck.png,images/duck.png,images/duck.png,lion,lion,lion,lion,lion,lion,penguin,penguin,duck,duck,duck,duck,lion,penguin,duck,C,N,all
Pilot_6,3,12/9/15,4.815879535,male,shoe,all,6053,all,some,none,allshoe,images/shoe.png,images/shoe.png,images/shoe.png,images/shoe.png,images/shoe.png,images/zipper.png,images/shoe.png,images/zipper.png,images/purse.png,images/purse.png,images/purse.png,images/purse.png,shoe,shoe,shoe,shoe,shoe,zipper,shoe,zipper,purse,purse,purse,purse,shoe,zipper,purse,L,Y,all
Pilot_6,4,12/9/15,4.815879535,male,drum,none,12569,some,none,all,nonedrum,images/drum.png,images/balloon.png,images/balloon.png,images/drum.png,images/bike.png,images/bike.png,images/bike.png,images/bike.png,images/drum.png,images/drum.png,images/drum.png,images/drum.png,drum,drum,drum,drum,drum,balloon,balloon,drum,bike,bike,bike,bike,drum,balloon,bike,L,N,some
Pilot_6,5,12/9/15,4.815879535,male,fish,all,9516,some,none,all,allfish,images/monkey.png,images/fish.png,images/fish.png,images/monkey.png,images/cow.png,images/cow.png,images/cow.png,images/cow.png,images/fish.png,images/fish.png,images/fish.png,images/fish.png,fish,fish,fish,fish,monkey,fish,fish,monkey,cow,cow,cow,cow,fish,monkey,cow,R,Y,all
Pilot_6,6,12/9/15,4.815879535,male,banana,none,6290,all,some,none,nonebanana,images/banana.png,images/banana.png,images/banana.png,images/banana.png,images/banana.png,images/banana.png,images/popsicle.png,images/popsicle.png,images/cake.png,images/cake.png,images/cake.png,images/cake.png,banana,banana,banana,banana,banana,banana,popsicle,popsicle,cake,cake,cake,cake,banana,popsicle,cake,L,N,all
Pilot_6,7,12/9/15,4.815879535,male,fence,none,6923,some,all,none,nonefence,images/fence.png,images/table.png,images/fence.png,images/table.png,images/fence.png,images/fence.png,images/fence.png,images/fence.png,images/plane.png,images/plane.png,images/plane.png,images/plane.png,fence,fence,fence,fence,fence,table,fence,table,plane,plane,plane,plane,fence,table,plane,C,N,all
Pilot_6,8,12/9/15,4.815879535,male,key,all,5671,none,all,some,allkey,images/lamp.png,images/lamp.png,images/lamp.png,images/lamp.png,images/key.png,images/key.png,images/key.png,images/key.png,images/key.png,images/comb.png,images/key.png,images/comb.png,key,key,key,key,key,comb,key,comb,lamp,lamp,lamp,lamp,key,comb,lamp,C,Y,all
Pilot_6,9,12/9/15,4.815879535,male,stroller,none,7970,none,all,some,nonestroller,images/map.png,images/map.png,images/map.png,images/map.png,images/stroller.png,images/stroller.png,images/stroller.png,images/stroller.png,images/bee.png,images/stroller.png,images/stroller.png,images/bee.png,stroller,stroller,stroller,stroller,bee,stroller,stroller,bee,map,map,map,map,stroller,bee,map,C,N,all
Pilot_6,10,12/9/15,4.815879535,male,donut,some,6366,some,all,none,somedonut,images/donut.png,images/pizza.png,images/donut.png,images/pizza.png,images/donut.png,images/donut.png,images/donut.png,images/donut.png,images/strawberry.png,images/strawberry.png,images/strawberry.png,images/strawberry.png,donut,donut,donut,donut,donut,pizza,donut,pizza,strawberry,strawberry,strawberry,strawberry,donut,pizza,strawberry,C,N,all
Pilot_6,11,12/9/15,4.815879535,male,pear,none,5571,all,none,some,nonepear,images/pear.png,images/pear.png,images/pear.png,images/pear.png,images/cookie.png,images/cookie.png,images/cookie.png,images/cookie.png,images/pear.png,images/apple.png,images/pear.png,images/apple.png,pear,pear,pear,pear,pear,apple,pear,apple,cookie,cookie,cookie,cookie,pear,apple,cookie,L,N,all
Pilot_6,12,12/9/15,4.815879535,male,spoon,all,5228,none,all,some,allspoon,images/cup.png,images/cup.png,images/cup.png,images/cup.png,images/spoon.png,images/spoon.png,images/spoon.png,images/spoon.png,images/butterfly.png,images/spoon.png,images/butterfly.png,images/spoon.png,spoon,spoon,spoon,spoon,butterfly,spoon,butterfly,spoon,cup,cup,cup,cup,spoon,butterfly,cup,C,Y,all
Pilot_6,13,12/9/15,4.815879535,male,hat,some,7166,all,none,some,somehat,images/hat.png,images/hat.png,images/hat.png,images/hat.png,images/mitten.png,images/mitten.png,images/mitten.png,images/mitten.png,images/hat.png,images/glasses.png,images/glasses.png,images/hat.png,hat,hat,hat,hat,hat,glasses,glasses,hat,mitten,mitten,mitten,mitten,hat,glasses,mitten,L,N,all
Pilot_6,14,12/9/15,4.815879535,male,bus,all,4620,some,all,none,allbus,images/partyhat.png,images/partyhat.png,images/bus.png,images/bus.png,images/bus.png,images/bus.png,images/bus.png,images/bus.png,images/tree.png,images/tree.png,images/tree.png,images/tree.png,bus,bus,bus,bus,partyhat,partyhat,bus,bus,tree,tree,tree,tree,bus,partyhat,tree,C,Y,all
Pilot_6,15,12/9/15,4.815879535,male,orange,all,5271,some,none,all,allorange,images/carrot.png,images/orange.png,images/orange.png,images/carrot.png,images/pretzel.png,images/pretzel.png,images/pretzel.png,images/pretzel.png,images/orange.png,images/orange.png,images/orange.png,images/orange.png,orange,orange,orange,orange,carrot,orange,orange,carrot,pretzel,pretzel,pretzel,pretzel,orange,carrot,pretzel,R,Y,all
Pilot_6,16,12/9/15,4.815879535,male,crayon,none,2391,some,none,all,nonecrayon,images/block.png,images/crayon.png,images/block.png,images/crayon.png,images/soccer.png,images/soccer.png,images/soccer.png,images/soccer.png,images/crayon.png,images/crayon.png,images/crayon.png,images/crayon.png,crayon,crayon,crayon,crayon,block,crayon,block,crayon,soccer,soccer,soccer,soccer,crayon,block,soccer,R,N,all
Pilot_6,17,12/9/15,4.815879535,male,clock,all,2056,none,all,some,allclock,images/chair.png,images/chair.png,images/chair.png,images/chair.png,images/clock.png,images/clock.png,images/clock.png,images/clock.png,images/phone.png,images/clock.png,images/clock.png,images/phone.png,clock,clock,clock,clock,phone,clock,clock,phone,chair,chair,chair,chair,clock,phone,chair,C,Y,all
Pilot_6,18,12/9/15,4.815879535,male,cat,none,12169,all,none,some,nonecat,images/cat.png,images/cat.png,images/cat.png,images/cat.png,images/frog.png,images/frog.png,images/frog.png,images/frog.png,images/bear.png,images/cat.png,images/cat.png,images/bear.png,cat,cat,cat,cat,bear,cat,cat,bear,frog,frog,frog,frog,cat,bear,frog,L,N,all
Pilot_6,19,12/9/15,4.815879535,male,necklace,some,8081,all,some,none,somenecklace,images/necklace.png,images/necklace.png,images/necklace.png,images/necklace.png,images/dress.png,images/necklace.png,images/necklace.png,images/dress.png,images/sock.png,images/sock.png,images/sock.png,images/sock.png,necklace,necklace,necklace,necklace,dress,necklace,necklace,dress,sock,sock,sock,sock,necklace,dress,sock,L,N,all
Pilot_6,20,12/9/15,4.815879535,male,pig,none,4416,all,none,some,nonepig,images/pig.png,images/pig.png,images/pig.png,images/pig.png,images/sheep.png,images/sheep.png,images/sheep.png,images/sheep.png,images/pig.png,images/giraffe.png,images/giraffe.png,images/pig.png,pig,pig,pig,pig,pig,giraffe,giraffe,pig,sheep,sheep,sheep,sheep,pig,giraffe,sheep,L,N,all
Pilot_6,21,12/9/15,4.815879535,male,pencil,some,5308,none,some,all,somepencil,images/bell.png,images/bell.png,images/bell.png,images/bell.png,images/scissors.png,images/pencil.png,images/scissors.png,images/pencil.png,images/pencil.png,images/pencil.png,images/pencil.png,images/pencil.png,pencil,pencil,pencil,pencil,scissors,pencil,scissors,pencil,bell,bell,bell,bell,pencil,scissors,bell,R,N,all
Pilot_6,22,12/9/15,4.815879535,male,boat,some,3983,all,some,none,someboat,images/boat.png,images/boat.png,images/boat.png,images/boat.png,images/boat.png,images/boat.png,images/guitar.png,images/guitar.png,images/bucket.png,images/bucket.png,images/bucket.png,images/bucket.png,boat,boat,boat,boat,boat,boat,guitar,guitar,bucket,bucket,bucket,bucket,boat,guitar,bucket,L,N,all
Pilot_6,23,12/9/15,4.815879535,male,house,none,5677,some,all,none,nonehouse,images/house.png,images/firetruck.png,images/firetruck.png,images/house.png,images/house.png,images/house.png,images/house.png,images/house.png,images/barn.png,images/barn.png,images/barn.png,images/barn.png,house,house,house,house,house,firetruck,firetruck,house,barn,barn,barn,barn,house,firetruck,barn,C,N,all
Pilot_6,24,12/9/15,4.815879535,male,toothbrush,all,3643,all,none,some,alltoothbrush,images/toothbrush.png,images/toothbrush.png,images/toothbrush.png,images/toothbrush.png,images/cupcake.png,images/cupcake.png,images/cupcake.png,images/cupcake.png,images/toothbrush.png,images/toothbrush.png,images/fork.png,images/fork.png,toothbrush,toothbrush,toothbrush,toothbrush,toothbrush,toothbrush,fork,fork,cupcake,cupcake,cupcake,cupcake,toothbrush,fork,cupcake,L,Y,all
Pilot_6,25,12/9/15,4.815879535,male,car,some,3422,some,none,all,somecar,images/car.png,images/present.png,images/car.png,images/present.png,images/trafficlight.png,images/trafficlight.png,images/trafficlight.png,images/trafficlight.png,images/car.png,images/car.png,images/car.png,images/car.png,car,car,car,car,car,present,car,present,trafficlight,trafficlight,trafficlight,trafficlight,car,present,trafficlight,R,N,all
Pilot_6,26,12/9/15,4.815879535,male,elephant,some,5138,none,some,all,someelephant,images/chicken.png,images/chicken.png,images/chicken.png,images/chicken.png,images/elephant.png,images/owl.png,images/elephant.png,images/owl.png,images/elephant.png,images/elephant.png,images/elephant.png,images/elephant.png,elephant,elephant,elephant,elephant,elephant,owl,elephant,owl,chicken,chicken,chicken,chicken,elephant,owl,chicken,R,N,all
Pilot_6,27,12/9/15,4.815879535,male,horse,none,3074,none,some,all,nonehorse,images/tiger.png,images/tiger.png,images/tiger.png,images/tiger.png,images/horse.png,images/turtle.png,images/turtle.png,images/horse.png,images/horse.png,images/horse.png,images/horse.png,images/horse.png,horse,horse,horse,horse,horse,turtle,turtle,horse,tiger,tiger,tiger,tiger,horse,turtle,tiger,R,N,all
Pilot_6,28,12/9/15,4.815879535,male,flower,all,3006,none,some,all,allflower,images/plate.png,images/plate.png,images/plate.png,images/plate.png,images/flower.png,images/train.png,images/flower.png,images/train.png,images/flower.png,images/flower.png,images/flower.png,images/flower.png,flower,flower,flower,flower,flower,train,flower,train,plate,plate,plate,plate,flower,train,plate,R,Y,all
Pilot_6,29,12/9/15,4.815879535,male,goat,all,2659,all,some,none,allgoat,images/goat.png,images/goat.png,images/goat.png,images/goat.png,images/dog.png,images/dog.png,images/goat.png,images/goat.png,images/bird.png,images/bird.png,images/bird.png,images/bird.png,goat,goat,goat,goat,dog,dog,goat,goat,bird,bird,bird,bird,goat,dog,bird,L,Y,all
Pilot_6,30,12/9/15,4.815879535,male,watch,some,4416,all,none,some,somewatch,images/watch.png,images/watch.png,images/watch.png,images/watch.png,images/shirt.png,images/shirt.png,images/shirt.png,images/shirt.png,images/shorts.png,images/shorts.png,images/watch.png,images/watch.png,watch,watch,watch,watch,shorts,shorts,watch,watch,shirt,shirt,shirt,shirt,watch,shorts,shirt,L,N,all
Pilot_7,1,12/9/15,4.758384668,male,fish,all,5857,all,none,some,allfish,images/fish.png,images/fish.png,images/fish.png,images/fish.png,images/cow.png,images/cow.png,images/cow.png,images/cow.png,images/bear.png,images/bear.png,images/fish.png,images/fish.png,fish,fish,fish,fish,bear,bear,fish,fish,cow,cow,cow,cow,fish,bear,cow,L,Y,all
Pilot_7,2,12/9/15,4.758384668,male,dress,none,5186,all,none,some,nonedress,images/dress.png,images/dress.png,images/dress.png,images/dress.png,images/hat.png,images/hat.png,images/hat.png,images/hat.png,images/dress.png,images/purse.png,images/purse.png,images/dress.png,dress,dress,dress,dress,dress,purse,purse,dress,hat,hat,hat,hat,dress,purse,hat,L,N,all
Pilot_7,3,12/9/15,4.758384668,male,phone,all,6433,none,all,some,allphone,images/fork.png,images/fork.png,images/fork.png,images/fork.png,images/phone.png,images/phone.png,images/phone.png,images/phone.png,images/barn.png,images/barn.png,images/phone.png,images/phone.png,phone,phone,phone,phone,barn,barn,phone,phone,fork,fork,fork,fork,phone,barn,fork,C,Y,all
Pilot_7,4,12/9/15,4.758384668,male,shirt,some,6110,some,none,all,someshirt,images/glasses.png,images/shirt.png,images/glasses.png,images/shirt.png,images/sock.png,images/sock.png,images/sock.png,images/sock.png,images/shirt.png,images/shirt.png,images/shirt.png,images/shirt.png,shirt,shirt,shirt,shirt,glasses,shirt,glasses,shirt,sock,sock,sock,sock,shirt,glasses,sock,L,Y,some
Pilot_7,5,12/9/15,4.758384668,male,popsicle,none,5476,some,none,all,nonepopsicle,images/popsicle.png,images/banana.png,images/popsicle.png,images/banana.png,images/orange.png,images/orange.png,images/orange.png,images/orange.png,images/popsicle.png,images/popsicle.png,images/popsicle.png,images/popsicle.png,popsicle,popsicle,popsicle,popsicle,popsicle,banana,popsicle,banana,orange,orange,orange,orange,popsicle,banana,orange,L,N,some
Pilot_7,6,12/9/15,4.758384668,male,carrot,some,3122,none,all,some,somecarrot,images/donut.png,images/donut.png,images/donut.png,images/donut.png,images/carrot.png,images/carrot.png,images/carrot.png,images/carrot.png,images/carrot.png,images/carrot.png,images/apple.png,images/apple.png,carrot,carrot,carrot,carrot,carrot,carrot,apple,apple,donut,donut,donut,donut,carrot,apple,donut,R,Y,some
Pilot_7,7,12/9/15,4.758384668,male,key,some,3154,none,all,some,somekey,images/flower.png,images/flower.png,images/flower.png,images/flower.png,images/key.png,images/key.png,images/key.png,images/key.png,images/train.png,images/train.png,images/key.png,images/key.png,key,key,key,key,train,train,key,key,flower,flower,flower,flower,key,train,flower,R,Y,some
Pilot_7,8,12/9/15,4.758384668,male,plate,none,2901,some,none,all,noneplate,images/plate.png,images/plate.png,images/spoon.png,images/spoon.png,images/trafficlight.png,images/trafficlight.png,images/trafficlight.png,images/trafficlight.png,images/plate.png,images/plate.png,images/plate.png,images/plate.png,plate,plate,plate,plate,plate,plate,spoon,spoon,trafficlight,trafficlight,trafficlight,trafficlight,plate,spoon,trafficlight,L,N,some
Pilot_7,9,12/9/15,4.758384668,male,scissors,some,2193,none,some,all,somescissors,images/paintbrush.png,images/paintbrush.png,images/paintbrush.png,images/paintbrush.png,images/guitar.png,images/scissors.png,images/scissors.png,images/guitar.png,images/scissors.png,images/scissors.png,images/scissors.png,images/scissors.png,scissors,scissors,scissors,scissors,guitar,scissors,scissors,guitar,paintbrush,paintbrush,paintbrush,paintbrush,scissors,guitar,paintbrush,C,Y,some
Pilot_7,10,12/9/15,4.758384668,male,drum,all,2112,some,none,all,alldrum,images/bike.png,images/drum.png,images/drum.png,images/bike.png,images/teddybear.png,images/teddybear.png,images/teddybear.png,images/teddybear.png,images/drum.png,images/drum.png,images/drum.png,images/drum.png,drum,drum,drum,drum,bike,drum,drum,bike,teddybear,teddybear,teddybear,teddybear,drum,bike,teddybear,R,Y,all
Pilot_7,11,12/9/15,4.758384668,male,stroller,none,1418,some,all,none,nonestroller,images/stroller.png,images/clock.png,images/clock.png,images/stroller.png,images/stroller.png,images/stroller.png,images/stroller.png,images/stroller.png,images/car.png,images/car.png,images/car.png,images/car.png,stroller,stroller,stroller,stroller,stroller,clock,clock,stroller,car,car,car,car,stroller,clock,car,L,N,some
Pilot_7,12,12/9/15,4.758384668,male,block,all,2538,none,some,all,allblock,images/boat.png,images/boat.png,images/boat.png,images/boat.png,images/block.png,images/pencil.png,images/pencil.png,images/block.png,images/block.png,images/block.png,images/block.png,images/block.png,block,block,block,block,block,pencil,pencil,block,boat,boat,boat,boat,block,pencil,boat,R,Y,all
Pilot_7,13,12/9/15,4.758384668,male,cake,some,2889,none,all,some,somecake,images/pear.png,images/pear.png,images/pear.png,images/pear.png,images/cake.png,images/cake.png,images/cake.png,images/cake.png,images/cake.png,images/strawberry.png,images/cake.png,images/strawberry.png,cake,cake,cake,cake,cake,strawberry,cake,strawberry,pear,pear,pear,pear,cake,strawberry,pear,R,Y,some
Pilot_7,14,12/9/15,4.758384668,male,owl,all,758,none,all,some,allowl,images/monkey.png,images/monkey.png,images/monkey.png,images/monkey.png,images/owl.png,images/owl.png,images/owl.png,images/owl.png,images/chicken.png,images/chicken.png,images/owl.png,images/owl.png,owl,owl,owl,owl,chicken,chicken,owl,owl,monkey,monkey,monkey,monkey,owl,chicken,monkey,C,Y,all
Pilot_7,15,12/9/15,4.758384668,male,partyhat,some,2706,some,none,all,somepartyhat,images/bus.png,images/bus.png,images/partyhat.png,images/partyhat.png,images/plane.png,images/plane.png,images/plane.png,images/plane.png,images/partyhat.png,images/partyhat.png,images/partyhat.png,images/partyhat.png,partyhat,partyhat,partyhat,partyhat,bus,bus,partyhat,partyhat,plane,plane,plane,plane,partyhat,bus,plane,L,Y,some
Pilot_7,16,12/9/15,4.758384668,male,book,some,1550,some,all,none,somebook,images/book.png,images/bucket.png,images/book.png,images/bucket.png,images/book.png,images/book.png,images/book.png,images/book.png,images/bell.png,images/bell.png,images/bell.png,images/bell.png,book,book,book,book,book,bucket,book,bucket,bell,bell,bell,bell,book,bucket,bell,L,Y,some
Pilot_7,17,12/9/15,4.758384668,male,cat,all,2171,none,all,some,allcat,images/pig.png,images/pig.png,images/pig.png,images/pig.png,images/cat.png,images/cat.png,images/cat.png,images/cat.png,images/frog.png,images/frog.png,images/cat.png,images/cat.png,cat,cat,cat,cat,frog,frog,cat,cat,pig,pig,pig,pig,cat,frog,pig,C,Y,all
Pilot_7,18,12/9/15,4.758384668,male,bee,some,2516,none,all,some,somebee,images/tree.png,images/tree.png,images/tree.png,images/tree.png,images/bee.png,images/bee.png,images/bee.png,images/bee.png,images/butterfly.png,images/bee.png,images/bee.png,images/butterfly.png,bee,bee,bee,bee,butterfly,bee,bee,butterfly,tree,tree,tree,tree,bee,butterfly,tree,C,N,all
Pilot_7,19,12/9/15,4.758384668,male,penguin,none,1373,all,none,some,nonepenguin,images/penguin.png,images/penguin.png,images/penguin.png,images/penguin.png,images/sheep.png,images/sheep.png,images/sheep.png,images/sheep.png,images/bird.png,images/penguin.png,images/bird.png,images/penguin.png,penguin,penguin,penguin,penguin,bird,penguin,bird,penguin,sheep,sheep,sheep,sheep,penguin,bird,sheep,R,N,some
Pilot_7,20,12/9/15,4.758384668,male,toothbrush,some,1946,some,all,none,sometoothbrush,images/present.png,images/toothbrush.png,images/present.png,images/toothbrush.png,images/toothbrush.png,images/toothbrush.png,images/toothbrush.png,images/toothbrush.png,images/table.png,images/table.png,images/table.png,images/table.png,toothbrush,toothbrush,toothbrush,toothbrush,present,toothbrush,present,toothbrush,table,table,table,table,toothbrush,present,table,L,Y,some
Pilot_7,21,12/9/15,4.758384668,male,tiger,none,1393,all,none,some,nonetiger,images/tiger.png,images/tiger.png,images/tiger.png,images/tiger.png,images/horse.png,images/horse.png,images/horse.png,images/horse.png,images/lion.png,images/lion.png,images/tiger.png,images/tiger.png,tiger,tiger,tiger,tiger,lion,lion,tiger,tiger,horse,horse,horse,horse,tiger,lion,horse,R,N,some
Pilot_7,22,12/9/15,4.758384668,male,duck,all,1819,none,all,some,allduck,images/elephant.png,images/elephant.png,images/elephant.png,images/elephant.png,images/duck.png,images/duck.png,images/duck.png,images/duck.png,images/duck.png,images/duck.png,images/turtle.png,images/turtle.png,duck,duck,duck,duck,duck,duck,turtle,turtle,elephant,elephant,elephant,elephant,duck,turtle,elephant,C,Y,all
Pilot_7,23,12/9/15,4.758384668,male,watch,none,2934,some,all,none,nonewatch,images/mitten.png,images/watch.png,images/watch.png,images/mitten.png,images/watch.png,images/watch.png,images/watch.png,images/watch.png,images/necklace.png,images/necklace.png,images/necklace.png,images/necklace.png,watch,watch,watch,watch,mitten,watch,watch,mitten,necklace,necklace,necklace,necklace,watch,mitten,necklace,L,N,some
Pilot_7,24,12/9/15,4.758384668,male,pizza,some,2898,some,none,all,somepizza,images/pretzel.png,images/pizza.png,images/pizza.png,images/pretzel.png,images/cookie.png,images/cookie.png,images/cookie.png,images/cookie.png,images/pizza.png,images/pizza.png,images/pizza.png,images/pizza.png,pizza,pizza,pizza,pizza,pretzel,pizza,pizza,pretzel,cookie,cookie,cookie,cookie,pizza,pretzel,cookie,L,Y,some
Pilot_7,25,12/9/15,4.758384668,male,soccer,all,1858,none,all,some,allsoccer,images/crayon.png,images/crayon.png,images/crayon.png,images/crayon.png,images/soccer.png,images/soccer.png,images/soccer.png,images/soccer.png,images/balloon.png,images/soccer.png,images/balloon.png,images/soccer.png,soccer,soccer,soccer,soccer,balloon,soccer,balloon,soccer,crayon,crayon,crayon,crayon,soccer,balloon,crayon,C,Y,all
Pilot_7,26,12/9/15,4.758384668,male,dog,none,1517,all,none,some,nonedog,images/dog.png,images/dog.png,images/dog.png,images/dog.png,images/giraffe.png,images/giraffe.png,images/giraffe.png,images/giraffe.png,images/dog.png,images/goat.png,images/goat.png,images/dog.png,dog,dog,dog,dog,dog,goat,goat,dog,giraffe,giraffe,giraffe,giraffe,dog,goat,giraffe,R,N,some
Pilot_7,27,12/9/15,4.758384668,male,chair,all,1649,all,some,none,allchair,images/chair.png,images/chair.png,images/chair.png,images/chair.png,images/chair.png,images/fence.png,images/chair.png,images/fence.png,images/cupcake.png,images/cupcake.png,images/cupcake.png,images/cupcake.png,chair,chair,chair,chair,chair,fence,chair,fence,cupcake,cupcake,cupcake,cupcake,chair,fence,cupcake,L,Y,all
Pilot_7,28,12/9/15,4.758384668,male,shorts,all,1263,some,all,none,allshorts,images/shoe.png,images/shoe.png,images/shorts.png,images/shorts.png,images/shorts.png,images/shorts.png,images/shorts.png,images/shorts.png,images/zipper.png,images/zipper.png,images/zipper.png,images/zipper.png,shorts,shorts,shorts,shorts,shoe,shoe,shorts,shorts,zipper,zipper,zipper,zipper,shorts,shoe,zipper,C,Y,all
Pilot_7,29,12/9/15,4.758384668,male,cup,none,1655,none,all,some,nonecup,images/lamp.png,images/lamp.png,images/lamp.png,images/lamp.png,images/cup.png,images/cup.png,images/cup.png,images/cup.png,images/house.png,images/cup.png,images/cup.png,images/house.png,cup,cup,cup,cup,house,cup,cup,house,lamp,lamp,lamp,lamp,cup,house,lamp,R,N,some
Pilot_7,30,12/9/15,4.758384668,male,comb,none,4028,none,some,all,nonecomb,images/map.png,images/map.png,images/map.png,images/map.png,images/firetruck.png,images/firetruck.png,images/comb.png,images/comb.png,images/comb.png,images/comb.png,images/comb.png,images/comb.png,comb,comb,comb,comb,firetruck,firetruck,comb,comb,map,map,map,map,comb,firetruck,map,C,N,some
pilot_8,1,12/10/15,3.638603696,female,hat,none,4470,some,none,all,nonehat,images/watch.png,images/watch.png,images/hat.png,images/hat.png,images/dress.png,images/dress.png,images/dress.png,images/dress.png,images/hat.png,images/hat.png,images/hat.png,images/hat.png,hat,hat,hat,hat,watch,watch,hat,hat,dress,dress,dress,dress,hat,watch,dress,R,N,all
pilot_8,2,12/10/15,3.638603696,female,block,none,1514,all,some,none,noneblock,images/block.png,images/block.png,images/block.png,images/block.png,images/paintbrush.png,images/block.png,images/block.png,images/paintbrush.png,images/drum.png,images/drum.png,images/drum.png,images/drum.png,block,block,block,block,paintbrush,block,block,paintbrush,drum,drum,drum,drum,block,paintbrush,drum,L,N,all
pilot_8,3,12/10/15,3.638603696,female,carrot,all,2623,all,none,some,allcarrot,images/carrot.png,images/carrot.png,images/carrot.png,images/carrot.png,images/pretzel.png,images/pretzel.png,images/pretzel.png,images/pretzel.png,images/strawberry.png,images/carrot.png,images/carrot.png,images/strawberry.png,carrot,carrot,carrot,carrot,strawberry,carrot,carrot,strawberry,pretzel,pretzel,pretzel,pretzel,carrot,strawberry,pretzel,L,Y,all
pilot_8,4,12/10/15,3.638603696,female,bucket,all,3211,all,some,none,allbucket,images/bucket.png,images/bucket.png,images/bucket.png,images/bucket.png,images/bucket.png,images/scissors.png,images/scissors.png,images/bucket.png,images/book.png,images/book.png,images/book.png,images/book.png,bucket,bucket,bucket,bucket,bucket,scissors,scissors,bucket,book,book,book,book,bucket,scissors,book,L,Y,all
pilot_8,5,12/10/15,3.638603696,female,shirt,all,2765,all,some,none,allshirt,images/shirt.png,images/shirt.png,images/shirt.png,images/shirt.png,images/shirt.png,images/sock.png,images/shirt.png,images/sock.png,images/necklace.png,images/necklace.png,images/necklace.png,images/necklace.png,shirt,shirt,shirt,shirt,shirt,sock,shirt,sock,necklace,necklace,necklace,necklace,shirt,sock,necklace,L,Y,all
pilot_8,6,12/10/15,3.638603696,female,car,all,6416,all,none,some,allcar,images/car.png,images/car.png,images/car.png,images/car.png,images/clock.png,images/clock.png,images/clock.png,images/clock.png,images/car.png,images/stroller.png,images/car.png,images/stroller.png,car,car,car,car,car,stroller,car,stroller,clock,clock,clock,clock,car,stroller,clock,L,Y,all
pilot_8,7,12/10/15,3.638603696,female,pear,all,2400,some,none,all,allpear,images/pizza.png,images/pear.png,images/pizza.png,images/pear.png,images/cake.png,images/cake.png,images/cake.png,images/cake.png,images/pear.png,images/pear.png,images/pear.png,images/pear.png,pear,pear,pear,pear,pizza,pear,pizza,pear,cake,cake,cake,cake,pear,pizza,cake,R,Y,all
