sub_id,trial_num,dot,time,age,sex,english,itemprompt,trial_type,rt,left_quant,center_quant,right_quant,audio_prompt,bookl_1,bookl_2,bookl_3,bookl_4,bookc_1,bookc_2,bookc_3,bookc_4,bookr_1,bookr_2,bookr_3,bookr_4,all1,all2,all3,all4,some1,some2,some3,some4,none1,none2,none3,none4,item1,item2,item3,selection_side,correct,selection_type
11716_17,3,1/17/16,16:31,3.641341547,F,0.95,clock,none,4824,some,none,all,noneclock,images/clock.png,images/clock.png,images/tree.png,images/tree.png,images/plane.png,images/plane.png,images/plane.png,images/plane.png,images/clock.png,images/clock.png,images/clock.png,images/clock.png,clock,clock,clock,clock,clock,clock,tree,tree,plane,plane,plane,plane,clock,tree,plane,R,N,all
11716_17,4,1/17/16,16:31,3.641341547,F,0.95,elephant,all,1801,some,all,none,allelephant,images/elephant.png,images/turtle.png,images/elephant.png,images/turtle.png,images/elephant.png,images/elephant.png,images/elephant.png,images/elephant.png,images/owl.png,images/owl.png,images/owl.png,images/owl.png,elephant,elephant,elephant,elephant,elephant,turtle,elephant,turtle,owl,owl,owl,owl,elephant,turtle,owl,C,Y,all
11716_17,5,1/17/16,16:31,3.641341547,F,0.95,cupcake,all,2090,all,none,some,allcupcake,images/cupcake.png,images/cupcake.png,images/cupcake.png,images/cupcake.png,images/barn.png,images/barn.png,images/barn.png,images/barn.png,images/cupcake.png,images/stroller.png,images/cupcake.png,images/stroller.png,cupcake,cupcake,cupcake,cupcake,cupcake,stroller,cupcake,stroller,barn,barn,barn,barn,cupcake,stroller,barn,L,Y,all
11716_17,6,1/17/16,16:31,3.641341547,F,0.95,train,none,3284,all,some,none,nonetrain,images/train.png,images/train.png,images/train.png,images/train.png,images/train.png,images/flower.png,images/train.png,images/flower.png,images/phone.png,images/phone.png,images/phone.png,images/phone.png,train,train,train,train,train,flower,train,flower,phone,phone,phone,phone,train,flower,phone,L,N,all
11716_17,7,1/17/16,16:31,3.641341547,F,0.95,plate,some,5770,some,none,all,someplate,images/plate.png,images/plate.png,images/lamp.png,images/lamp.png,images/fence.png,images/fence.png,images/fence.png,images/fence.png,images/plate.png,images/plate.png,images/plate.png,images/plate.png,plate,plate,plate,plate,plate,plate,lamp,lamp,fence,fence,fence,fence,plate,lamp,fence,L,Y,some
11716_17,8,1/17/16,16:31,3.641341547,F,0.95,teddybear,all,4080,all,none,some,allteddybear,images/teddybear.png,images/teddybear.png,images/teddybear.png,images/teddybear.png,images/bell.png,images/bell.png,images/bell.png,images/bell.png,images/bike.png,images/bike.png,images/teddybear.png,images/teddybear.png,teddybear,teddybear,teddybear,teddybear,bike,bike,teddybear,teddybear,bell,bell,bell,bell,teddybear,bike,bell,L,Y,all
11716_17,9,1/17/16,16:31,3.641341547,F,0.95,necklace,some,4582,none,all,some,somenecklace,images/shorts.png,images/shorts.png,images/shorts.png,images/shorts.png,images/necklace.png,images/necklace.png,images/necklace.png,images/necklace.png,images/necklace.png,images/necklace.png,images/shirt.png,images/shirt.png,necklace,necklace,necklace,necklace,necklace,necklace,shirt,shirt,shorts,shorts,shorts,shorts,necklace,shirt,shorts,R,Y,some
11716_17,10,1/17/16,16:31,3.641341547,F,0.95,fork,none,3075,all,some,none,nonefork,images/fork.png,images/fork.png,images/fork.png,images/fork.png,images/comb.png,images/comb.png,images/fork.png,images/fork.png,images/spoon.png,images/spoon.png,images/spoon.png,images/spoon.png,fork,fork,fork,fork,comb,comb,fork,fork,spoon,spoon,spoon,spoon,fork,comb,spoon,L,N,all
11716_17,11,1/17/16,16:31,3.641341547,F,0.95,book,none,3248,all,none,some,nonebook,images/book.png,images/book.png,images/book.png,images/book.png,images/guitar.png,images/guitar.png,images/guitar.png,images/guitar.png,images/book.png,images/book.png,images/boat.png,images/boat.png,book,book,book,book,book,book,boat,boat,guitar,guitar,guitar,guitar,book,boat,guitar,C,Y,none
11716_17,12,1/17/16,16:31,3.641341547,F,0.95,pear,some,2961,some,all,none,somepear,images/pear.png,images/carrot.png,images/pear.png,images/carrot.png,images/pear.png,images/pear.png,images/pear.png,images/pear.png,images/apple.png,images/apple.png,images/apple.png,images/apple.png,pear,pear,pear,pear,pear,carrot,pear,carrot,apple,apple,apple,apple,pear,carrot,apple,C,N,all
11716_17,13,1/17/16,16:31,3.641341547,F,0.95,cake,some,3300,some,all,none,somecake,images/orange.png,images/cake.png,images/cake.png,images/orange.png,images/cake.png,images/cake.png,images/cake.png,images/cake.png,images/strawberry.png,images/strawberry.png,images/strawberry.png,images/strawberry.png,cake,cake,cake,cake,orange,cake,cake,orange,strawberry,strawberry,strawberry,strawberry,cake,orange,strawberry,L,Y,some
11716_17,14,1/17/16,16:31,3.641341547,F,0.95,giraffe,some,3401,all,some,none,somegiraffe,images/giraffe.png,images/giraffe.png,images/giraffe.png,images/giraffe.png,images/bear.png,images/giraffe.png,images/bear.png,images/giraffe.png,images/monkey.png,images/monkey.png,images/monkey.png,images/monkey.png,giraffe,giraffe,giraffe,giraffe,bear,giraffe,bear,giraffe,monkey,monkey,monkey,monkey,giraffe,bear,monkey,C,Y,some
11716_17,15,1/17/16,16:31,3.641341547,F,0.95,sheep,none,2768,some,all,none,nonesheep,images/sheep.png,images/sheep.png,images/cat.png,images/cat.png,images/sheep.png,images/sheep.png,images/sheep.png,images/sheep.png,images/fish.png,images/fish.png,images/fish.png,images/fish.png,sheep,sheep,sheep,sheep,sheep,sheep,cat,cat,fish,fish,fish,fish,sheep,cat,fish,L,N,some
11716_17,16,1/17/16,16:31,3.641341547,F,0.95,bus,some,3885,none,some,all,somebus,images/firetruck.png,images/firetruck.png,images/firetruck.png,images/firetruck.png,images/bus.png,images/table.png,images/table.png,images/bus.png,images/bus.png,images/bus.png,images/bus.png,images/bus.png,bus,bus,bus,bus,bus,table,table,bus,firetruck,firetruck,firetruck,firetruck,bus,table,firetruck,C,Y,some
11716_17,17,1/17/16,16:31,3.641341547,F,0.95,dog,none,2565,none,some,all,nonedog,images/lion.png,images/lion.png,images/lion.png,images/lion.png,images/dog.png,images/dog.png,images/penguin.png,images/penguin.png,images/dog.png,images/dog.png,images/dog.png,images/dog.png,dog,dog,dog,dog,dog,dog,penguin,penguin,lion,lion,lion,lion,dog,penguin,lion,C,N,some
11716_17,18,1/17/16,16:31,3.641341547,F,0.95,sock,none,3536,none,all,some,nonesock,images/watch.png,images/watch.png,images/watch.png,images/watch.png,images/sock.png,images/sock.png,images/sock.png,images/sock.png,images/purse.png,images/purse.png,images/sock.png,images/sock.png,sock,sock,sock,sock,purse,purse,sock,sock,watch,watch,watch,watch,sock,purse,watch,R,N,some
11716_17,19,1/17/16,16:31,3.641341547,F,0.95,toothbrush,none,2696,some,all,none,nonetoothbrush,images/butterfly.png,images/toothbrush.png,images/butterfly.png,images/toothbrush.png,images/toothbrush.png,images/toothbrush.png,images/toothbrush.png,images/toothbrush.png,images/chair.png,images/chair.png,images/chair.png,images/chair.png,toothbrush,toothbrush,toothbrush,toothbrush,butterfly,toothbrush,butterfly,toothbrush,chair,chair,chair,chair,toothbrush,butterfly,chair,L,N,some
11716_17,20,1/17/16,16:31,3.641341547,F,0.95,horse,all,2641,all,some,none,allhorse,images/horse.png,images/horse.png,images/horse.png,images/horse.png,images/pig.png,images/horse.png,images/horse.png,images/pig.png,images/tiger.png,images/tiger.png,images/tiger.png,images/tiger.png,horse,horse,horse,horse,pig,horse,horse,pig,tiger,tiger,tiger,tiger,horse,pig,tiger,L,Y,all
11716_17,21,1/17/16,16:31,3.641341547,F,0.95,popsicle,some,4533,some,none,all,somepopsicle,images/cookie.png,images/cookie.png,images/popsicle.png,images/popsicle.png,images/donut.png,images/donut.png,images/donut.png,images/donut.png,images/popsicle.png,images/popsicle.png,images/popsicle.png,images/popsicle.png,popsicle,popsicle,popsicle,popsicle,cookie,cookie,popsicle,popsicle,donut,donut,donut,donut,popsicle,cookie,donut,L,Y,some
11716_17,22,1/17/16,16:31,3.641341547,F,0.95,block,some,9679,all,none,some,someblock,images/block.png,images/block.png,images/block.png,images/block.png,images/balloon.png,images/balloon.png,images/balloon.png,images/balloon.png,images/block.png,images/block.png,images/pencil.png,images/pencil.png,block,block,block,block,block,block,pencil,pencil,balloon,balloon,balloon,balloon,block,pencil,balloon,R,Y,some
11716_17,23,1/17/16,16:31,3.641341547,F,0.95,mitten,all,3717,all,none,some,allmitten,images/mitten.png,images/mitten.png,images/mitten.png,images/mitten.png,images/shoe.png,images/shoe.png,images/shoe.png,images/shoe.png,images/dress.png,images/mitten.png,images/dress.png,images/mitten.png,mitten,mitten,mitten,mitten,dress,mitten,dress,mitten,shoe,shoe,shoe,shoe,mitten,dress,shoe,L,Y,all
11716_17,24,1/17/16,16:31,3.641341547,F,0.95,present,all,2003,all,some,none,allpresent,images/present.png,images/present.png,images/present.png,images/present.png,images/present.png,images/present.png,images/bee.png,images/bee.png,images/map.png,images/map.png,images/map.png,images/map.png,present,present,present,present,present,present,bee,bee,map,map,map,map,present,bee,map,L,Y,all
11716_17,25,1/17/16,16:31,3.641341547,F,0.95,bird,none,3099,some,none,all,nonebird,images/bird.png,images/goat.png,images/bird.png,images/goat.png,images/chicken.png,images/chicken.png,images/chicken.png,images/chicken.png,images/bird.png,images/bird.png,images/bird.png,images/bird.png,bird,bird,bird,bird,bird,goat,bird,goat,chicken,chicken,chicken,chicken,bird,goat,chicken,L,N,some
11716_17,26,1/17/16,16:31,3.641341547,F,0.95,car,none,2376,none,some,all,nonecar,images/trafficlight.png,images/trafficlight.png,images/trafficlight.png,images/trafficlight.png,images/car.png,images/partyhat.png,images/car.png,images/partyhat.png,images/car.png,images/car.png,images/car.png,images/car.png,car,car,car,car,car,partyhat,car,partyhat,trafficlight,trafficlight,trafficlight,trafficlight,car,partyhat,trafficlight,C,N,some
11716_17,27,1/17/16,16:31,3.641341547,F,0.95,scissors,some,2488,none,some,all,somescissors,images/soccer.png,images/soccer.png,images/soccer.png,images/soccer.png,images/scissors.png,images/crayon.png,images/crayon.png,images/scissors.png,images/scissors.png,images/scissors.png,images/scissors.png,images/scissors.png,scissors,scissors,scissors,scissors,scissors,crayon,crayon,scissors,soccer,soccer,soccer,soccer,scissors,crayon,soccer,C,Y,some
11716_17,28,1/17/16,16:31,3.641341547,F,0.95,glasses,all,3894,all,none,some,allglasses,images/glasses.png,images/glasses.png,images/glasses.png,images/glasses.png,images/zipper.png,images/zipper.png,images/zipper.png,images/zipper.png,images/hat.png,images/glasses.png,images/glasses.png,images/hat.png,glasses,glasses,glasses,glasses,hat,glasses,glasses,hat,zipper,zipper,zipper,zipper,glasses,hat,zipper,L,Y,all
11716_17,29,1/17/16,16:31,3.641341547,F,0.95,bucket,all,3143,all,some,none,allbucket,images/bucket.png,images/bucket.png,images/bucket.png,images/bucket.png,images/bucket.png,images/paintbrush.png,images/paintbrush.png,images/bucket.png,images/drum.png,images/drum.png,images/drum.png,images/drum.png,bucket,bucket,bucket,bucket,bucket,paintbrush,paintbrush,bucket,drum,drum,drum,drum,bucket,paintbrush,drum,L,Y,all
11716_17,30,1/17/16,16:31,3.641341547,F,0.95,cup,all,1849,all,none,some,allcup,images/cup.png,images/cup.png,images/cup.png,images/cup.png,images/house.png,images/house.png,images/house.png,images/house.png,images/cup.png,images/key.png,images/key.png,images/cup.png,cup,cup,cup,cup,cup,key,key,cup,house,house,house,house,cup,key,house,L,Y,all
11716_18,1,1/17/16,16:41,6.576317591,F,1,block,none,6139,all,some,none,noneblock,images/block.png,images/block.png,images/block.png,images/block.png,images/bucket.png,images/block.png,images/bucket.png,images/block.png,images/paintbrush.png,images/paintbrush.png,images/paintbrush.png,images/paintbrush.png,block,block,block,block,bucket,block,bucket,block,paintbrush,paintbrush,paintbrush,paintbrush,block,bucket,paintbrush,R,Y,none
11716_18,2,1/17/16,16:41,6.576317591,F,1,scissors,none,1241,none,some,all,nonescissors,images/balloon.png,images/balloon.png,images/balloon.png,images/balloon.png,images/scissors.png,images/bell.png,images/scissors.png,images/bell.png,images/scissors.png,images/scissors.png,images/scissors.png,images/scissors.png,scissors,scissors,scissors,scissors,scissors,bell,scissors,bell,balloon,balloon,balloon,balloon,scissors,bell,balloon,L,Y,none
11716_18,3,1/17/16,16:41,6.576317591,F,1,goat,all,3660,some,none,all,allgoat,images/goat.png,images/turtle.png,images/turtle.png,images/goat.png,images/horse.png,images/horse.png,images/horse.png,images/horse.png,images/goat.png,images/goat.png,images/goat.png,images/goat.png,goat,goat,goat,goat,goat,turtle,turtle,goat,horse,horse,horse,horse,goat,turtle,horse,R,Y,all
11716_18,4,1/17/16,16:41,6.576317591,F,1,crayon,all,1677,all,some,none,allcrayon,images/crayon.png,images/crayon.png,images/crayon.png,images/crayon.png,images/book.png,images/crayon.png,images/book.png,images/crayon.png,images/guitar.png,images/guitar.png,images/guitar.png,images/guitar.png,crayon,crayon,crayon,crayon,book,crayon,book,crayon,guitar,guitar,guitar,guitar,crayon,book,guitar,L,Y,all
11716_18,5,1/17/16,16:41,6.576317591,F,1,plate,none,2951,all,none,some,noneplate,images/plate.png,images/plate.png,images/plate.png,images/plate.png,images/map.png,images/map.png,images/map.png,images/map.png,images/plate.png,images/present.png,images/plate.png,images/present.png,plate,plate,plate,plate,plate,present,plate,present,map,map,map,map,plate,present,map,C,Y,none
11716_18,6,1/17/16,16:41,6.576317591,F,1,phone,none,5235,none,all,some,nonephone,images/butterfly.png,images/butterfly.png,images/butterfly.png,images/butterfly.png,images/phone.png,images/phone.png,images/phone.png,images/phone.png,images/phone.png,images/bus.png,images/bus.png,images/phone.png,phone,phone,phone,phone,phone,bus,bus,phone,butterfly,butterfly,butterfly,butterfly,phone,bus,butterfly,L,Y,none
11716_18,7,1/17/16,16:41,6.576317591,F,1,carrot,all,688,none,all,some,allcarrot,images/banana.png,images/banana.png,images/banana.png,images/banana.png,images/carrot.png,images/carrot.png,images/carrot.png,images/carrot.png,images/orange.png,images/carrot.png,images/orange.png,images/carrot.png,carrot,carrot,carrot,carrot,orange,carrot,orange,carrot,banana,banana,banana,banana,carrot,orange,banana,C,Y,all
11716_18,8,1/17/16,16:41,6.576317591,F,1,cat,none,2540,none,some,all,nonecat,images/owl.png,images/owl.png,images/owl.png,images/owl.png,images/cat.png,images/dog.png,images/cat.png,images/dog.png,images/cat.png,images/cat.png,images/cat.png,images/cat.png,cat,cat,cat,cat,cat,dog,cat,dog,owl,owl,owl,owl,cat,dog,owl,L,Y,none
11716_18,9,1/17/16,16:41,6.576317591,F,1,tiger,some,1768,all,none,some,sometiger,images/tiger.png,images/tiger.png,images/tiger.png,images/tiger.png,images/cow.png,images/cow.png,images/cow.png,images/cow.png,images/sheep.png,images/tiger.png,images/sheep.png,images/tiger.png,tiger,tiger,tiger,tiger,sheep,tiger,sheep,tiger,cow,cow,cow,cow,tiger,sheep,cow,R,Y,some
11716_18,10,1/17/16,16:41,6.576317591,F,1,donut,all,1529,all,none,some,alldonut,images/donut.png,images/donut.png,images/donut.png,images/donut.png,images/popsicle.png,images/popsicle.png,images/popsicle.png,images/popsicle.png,images/donut.png,images/strawberry.png,images/strawberry.png,images/donut.png,donut,donut,donut,donut,donut,strawberry,strawberry,donut,popsicle,popsicle,popsicle,popsicle,donut,strawberry,popsicle,L,Y,all
11716_18,11,1/17/16,16:41,6.576317591,F,1,duck,some,1319,some,none,all,someduck,images/duck.png,images/duck.png,images/frog.png,images/frog.png,images/pig.png,images/pig.png,images/pig.png,images/pig.png,images/duck.png,images/duck.png,images/duck.png,images/duck.png,duck,duck,duck,duck,duck,duck,frog,frog,pig,pig,pig,pig,duck,frog,pig,L,Y,some
11716_18,12,1/17/16,16:41,6.576317591,F,1,boat,some,1443,some,all,none,someboat,images/pencil.png,images/boat.png,images/boat.png,images/pencil.png,images/boat.png,images/boat.png,images/boat.png,images/boat.png,images/drum.png,images/drum.png,images/drum.png,images/drum.png,boat,boat,boat,boat,pencil,boat,boat,pencil,drum,drum,drum,drum,boat,pencil,drum,L,Y,some
11716_18,13,1/17/16,16:41,6.576317591,F,1,bee,all,786,some,all,none,allbee,images/bee.png,images/bee.png,images/comb.png,images/comb.png,images/bee.png,images/bee.png,images/bee.png,images/bee.png,images/table.png,images/table.png,images/table.png,images/table.png,bee,bee,bee,bee,bee,bee,comb,comb,table,table,table,table,bee,comb,table,C,Y,all
11716_18,14,1/17/16,16:41,6.576317591,F,1,mitten,some,1207,some,all,none,somemitten,images/shoe.png,images/mitten.png,images/shoe.png,images/mitten.png,images/mitten.png,images/mitten.png,images/mitten.png,images/mitten.png,images/shirt.png,images/shirt.png,images/shirt.png,images/shirt.png,mitten,mitten,mitten,mitten,shoe,mitten,shoe,mitten,shirt,shirt,shirt,shirt,mitten,shoe,shirt,L,Y,some
11716_18,15,1/17/16,16:41,6.576317591,F,1,penguin,all,2495,none,some,all,allpenguin,images/bird.png,images/bird.png,images/bird.png,images/bird.png,images/penguin.png,images/bear.png,images/bear.png,images/penguin.png,images/penguin.png,images/penguin.png,images/penguin.png,images/penguin.png,penguin,penguin,penguin,penguin,penguin,bear,bear,penguin,bird,bird,bird,bird,penguin,bear,bird,R,Y,all
11716_18,16,1/17/16,16:41,6.576317591,F,1,partyhat,none,2024,none,some,all,nonepartyhat,images/toothbrush.png,images/toothbrush.png,images/toothbrush.png,images/toothbrush.png,images/plane.png,images/plane.png,images/partyhat.png,images/partyhat.png,images/partyhat.png,images/partyhat.png,images/partyhat.png,images/partyhat.png,partyhat,partyhat,partyhat,partyhat,plane,plane,partyhat,partyhat,toothbrush,toothbrush,toothbrush,toothbrush,partyhat,plane,toothbrush,L,Y,none
11716_18,17,1/17/16,16:41,6.576317591,F,1,bike,all,1681,some,all,none,allbike,images/bike.png,images/teddybear.png,images/teddybear.png,images/bike.png,images/bike.png,images/bike.png,images/bike.png,images/bike.png,images/soccer.png,images/soccer.png,images/soccer.png,images/soccer.png,bike,bike,bike,bike,bike,teddybear,teddybear,bike,soccer,soccer,soccer,soccer,bike,teddybear,soccer,C,Y,all
11716_18,18,1/17/16,16:41,6.576317591,F,1,purse,all,2860,some,none,all,allpurse,images/purse.png,images/purse.png,images/sock.png,images/sock.png,images/zipper.png,images/zipper.png,images/zipper.png,images/zipper.png,images/purse.png,images/purse.png,images/purse.png,images/purse.png,purse,purse,purse,purse,purse,purse,sock,sock,zipper,zipper,zipper,zipper,purse,sock,zipper,R,Y,all
11716_18,19,1/17/16,16:41,6.576317591,F,1,pear,none,2952,some,all,none,nonepear,images/pear.png,images/cake.png,images/pear.png,images/cake.png,images/pear.png,images/pear.png,images/pear.png,images/pear.png,images/pizza.png,images/pizza.png,images/pizza.png,images/pizza.png,pear,pear,pear,pear,pear,cake,pear,cake,pizza,pizza,pizza,pizza,pear,cake,pizza,R,Y,none
11716_18,20,1/17/16,16:41,6.576317591,F,1,cookie,some,1351,none,all,some,somecookie,images/apple.png,images/apple.png,images/apple.png,images/apple.png,images/cookie.png,images/cookie.png,images/cookie.png,images/cookie.png,images/pretzel.png,images/cookie.png,images/pretzel.png,images/cookie.png,cookie,cookie,cookie,cookie,pretzel,cookie,pretzel,cookie,apple,apple,apple,apple,cookie,pretzel,apple,R,Y,some
11716_18,21,1/17/16,16:41,6.576317591,F,1,lamp,some,2235,some,none,all,somelamp,images/stroller.png,images/stroller.png,images/lamp.png,images/lamp.png,images/house.png,images/house.png,images/house.png,images/house.png,images/lamp.png,images/lamp.png,images/lamp.png,images/lamp.png,lamp,lamp,lamp,lamp,stroller,stroller,lamp,lamp,house,house,house,house,lamp,stroller,house,L,Y,some
11716_18,22,1/17/16,16:41,6.576317591,F,1,chicken,some,2490,none,some,all,somechicken,images/fish.png,images/fish.png,images/fish.png,images/fish.png,images/lion.png,images/chicken.png,images/chicken.png,images/lion.png,images/chicken.png,images/chicken.png,images/chicken.png,images/chicken.png,chicken,chicken,chicken,chicken,lion,chicken,chicken,lion,fish,fish,fish,fish,chicken,lion,fish,C,Y,some
11716_18,23,1/17/16,16:41,6.576317591,F,1,clock,some,3091,some,all,none,someclock,images/clock.png,images/tree.png,images/clock.png,images/tree.png,images/clock.png,images/clock.png,images/clock.png,images/clock.png,images/flower.png,images/flower.png,images/flower.png,images/flower.png,clock,clock,clock,clock,clock,tree,clock,tree,flower,flower,flower,flower,clock,tree,flower,L,Y,some
11716_18,24,1/17/16,16:41,6.576317591,F,1,fence,none,4900,none,all,some,nonefence,images/cup.png,images/cup.png,images/cup.png,images/cup.png,images/fence.png,images/fence.png,images/fence.png,images/fence.png,images/fence.png,images/spoon.png,images/fence.png,images/spoon.png,fence,fence,fence,fence,fence,spoon,fence,spoon,cup,cup,cup,cup,fence,spoon,cup,L,Y,none
11716_18,25,1/17/16,16:41,6.576317591,F,1,trafficlight,all,3290,all,none,some,alltrafficlight,images/trafficlight.png,images/trafficlight.png,images/trafficlight.png,images/trafficlight.png,images/cupcake.png,images/cupcake.png,images/cupcake.png,images/cupcake.png,images/car.png,images/car.png,images/trafficlight.png,images/trafficlight.png,trafficlight,trafficlight,trafficlight,trafficlight,car,car,trafficlight,trafficlight,cupcake,cupcake,cupcake,cupcake,trafficlight,car,cupcake,L,Y,all
11716_18,26,1/17/16,16:41,6.576317591,F,1,key,all,1315,none,some,all,allkey,images/fork.png,images/fork.png,images/fork.png,images/fork.png,images/firetruck.png,images/key.png,images/key.png,images/firetruck.png,images/key.png,images/key.png,images/key.png,images/key.png,key,key,key,key,firetruck,key,key,firetruck,fork,fork,fork,fork,key,firetruck,fork,R,Y,all
11716_18,27,1/17/16,16:41,6.576317591,F,1,barn,some,2019,all,some,none,somebarn,images/barn.png,images/barn.png,images/barn.png,images/barn.png,images/barn.png,images/train.png,images/train.png,images/barn.png,images/chair.png,images/chair.png,images/chair.png,images/chair.png,barn,barn,barn,barn,barn,train,train,barn,chair,chair,chair,chair,barn,train,chair,C,Y,some
11716_18,28,1/17/16,16:41,6.576317591,F,1,elephant,some,1892,none,all,some,someelephant,images/monkey.png,images/monkey.png,images/monkey.png,images/monkey.png,images/elephant.png,images/elephant.png,images/elephant.png,images/elephant.png,images/giraffe.png,images/elephant.png,images/giraffe.png,images/elephant.png,elephant,elephant,elephant,elephant,giraffe,elephant,giraffe,elephant,monkey,monkey,monkey,monkey,elephant,giraffe,monkey,R,Y,some
11716_18,29,1/17/16,16:41,6.576317591,F,1,necklace,none,4176,none,some,all,nonenecklace,images/hat.png,images/hat.png,images/hat.png,images/hat.png,images/necklace.png,images/watch.png,images/necklace.png,images/watch.png,images/necklace.png,images/necklace.png,images/necklace.png,images/necklace.png,necklace,necklace,necklace,necklace,necklace,watch,necklace,watch,hat,hat,hat,hat,necklace,watch,hat,L,Y,none
11716_18,30,1/17/16,16:41,6.576317591,F,1,glasses,none,4225,none,some,all,noneglasses,images/shorts.png,images/shorts.png,images/shorts.png,images/shorts.png,images/dress.png,images/glasses.png,images/dress.png,images/glasses.png,images/glasses.png,images/glasses.png,images/glasses.png,images/glasses.png,glasses,glasses,glasses,glasses,dress,glasses,dress,glasses,shorts,shorts,shorts,shorts,glasses,dress,shorts,L,Y,none
11716_19,1,1/17/16,16:52,6.576317591,M,1,trafficlight,all,1730,all,none,some,alltrafficlight,images/trafficlight.png,images/trafficlight.png,images/trafficlight.png,images/trafficlight.png,images/toothbrush.png,images/toothbrush.png,images/toothbrush.png,images/toothbrush.png,images/trafficlight.png,images/cupcake.png,images/trafficlight.png,images/cupcake.png,trafficlight,trafficlight,trafficlight,trafficlight,trafficlight,cupcake,trafficlight,cupcake,toothbrush,toothbrush,toothbrush,toothbrush,trafficlight,cupcake,toothbrush,L,Y,all
11716_19,2,1/17/16,16:52,6.576317591,M,1,turtle,some,1159,all,some,none,someturtle,images/turtle.png,images/turtle.png,images/turtle.png,images/turtle.png,images/monkey.png,images/turtle.png,images/monkey.png,images/turtle.png,images/frog.png,images/frog.png,images/frog.png,images/frog.png,turtle,turtle,turtle,turtle,monkey,turtle,monkey,turtle,frog,frog,frog,frog,turtle,monkey,frog,C,Y,some
11716_19,3,1/17/16,16:52,6.576317591,M,1,flower,none,4795,some,all,none,noneflower,images/flower.png,images/flower.png,images/bee.png,images/bee.png,images/flower.png,images/flower.png,images/flower.png,images/flower.png,images/lamp.png,images/lamp.png,images/lamp.png,images/lamp.png,flower,flower,flower,flower,flower,flower,bee,bee,lamp,lamp,lamp,lamp,flower,bee,lamp,R,Y,none
11716_19,4,1/17/16,16:52,6.576317591,M,1,comb,all,2451,none,all,some,allcomb,images/partyhat.png,images/partyhat.png,images/partyhat.png,images/partyhat.png,images/comb.png,images/comb.png,images/comb.png,images/comb.png,images/comb.png,images/comb.png,images/barn.png,images/barn.png,comb,comb,comb,comb,comb,comb,barn,barn,partyhat,partyhat,partyhat,partyhat,comb,barn,partyhat,L,N,none
11716_19,5,1/17/16,16:52,6.576317591,M,1,pear,some,2616,some,none,all,somepear,images/apple.png,images/pear.png,images/apple.png,images/pear.png,images/banana.png,images/banana.png,images/banana.png,images/banana.png,images/pear.png,images/pear.png,images/pear.png,images/pear.png,pear,pear,pear,pear,apple,pear,apple,pear,banana,banana,banana,banana,pear,apple,banana,R,N,all
11716_19,6,1/17/16,16:52,6.576317591,M,1,fish,none,2158,all,some,none,nonefish,images/fish.png,images/fish.png,images/fish.png,images/fish.png,images/fish.png,images/cow.png,images/cow.png,images/fish.png,images/lion.png,images/lion.png,images/lion.png,images/lion.png,fish,fish,fish,fish,fish,cow,cow,fish,lion,lion,lion,lion,fish,cow,lion,R,Y,none
11716_19,7,1/17/16,16:52,6.576317591,M,1,strawberry,some,2479,some,none,all,somestrawberry,images/strawberry.png,images/strawberry.png,images/cookie.png,images/cookie.png,images/carrot.png,images/carrot.png,images/carrot.png,images/carrot.png,images/strawberry.png,images/strawberry.png,images/strawberry.png,images/strawberry.png,strawberry,strawberry,strawberry,strawberry,strawberry,strawberry,cookie,cookie,carrot,carrot,carrot,carrot,strawberry,cookie,carrot,L,Y,some
11716_19,8,1/17/16,16:52,6.576317591,M,1,goat,some,2609,none,some,all,somegoat,images/duck.png,images/duck.png,images/duck.png,images/duck.png,images/goat.png,images/goat.png,images/cat.png,images/cat.png,images/goat.png,images/goat.png,images/goat.png,images/goat.png,goat,goat,goat,goat,goat,goat,cat,cat,duck,duck,duck,duck,goat,cat,duck,C,Y,some
11716_19,9,1/17/16,16:52,6.576317591,M,1,fence,some,2878,some,none,all,somefence,images/fence.png,images/train.png,images/train.png,images/fence.png,images/fork.png,images/fork.png,images/fork.png,images/fork.png,images/fence.png,images/fence.png,images/fence.png,images/fence.png,fence,fence,fence,fence,fence,train,train,fence,fork,fork,fork,fork,fence,train,fork,L,Y,some
11716_19,10,1/17/16,16:52,6.576317591,M,1,teddybear,none,1226,some,all,none,noneteddybear,images/teddybear.png,images/balloon.png,images/balloon.png,images/teddybear.png,images/teddybear.png,images/teddybear.png,images/teddybear.png,images/teddybear.png,images/book.png,images/book.png,images/book.png,images/book.png,teddybear,teddybear,teddybear,teddybear,teddybear,balloon,balloon,teddybear,book,book,book,book,teddybear,balloon,book,R,Y,none
11716_19,11,1/17/16,16:52,6.576317591,M,1,popsicle,all,1717,some,all,none,allpopsicle,images/donut.png,images/popsicle.png,images/popsicle.png,images/donut.png,images/popsicle.png,images/popsicle.png,images/popsicle.png,images/popsicle.png,images/pizza.png,images/pizza.png,images/pizza.png,images/pizza.png,popsicle,popsicle,popsicle,popsicle,donut,popsicle,popsicle,donut,pizza,pizza,pizza,pizza,popsicle,donut,pizza,C,Y,all
