sub_id,trial_num,dot,time,age,sex,itemprompt,trial_type,rt,left_quant,center_quant,right_quant,audio_prompt,bookl_1,bookl_2,bookl_3,bookl_4,bookc_1,bookc_2,bookc_3,bookc_4,bookr_1,bookr_2,bookr_3,bookr_4,all1,all2,all3,all4,some1,some2,some3,some4,none1,none2,none3,none4,item1,item2,item3,selection_side,correct,selection_type
121815_6,24,12/18/15,12:45,8.490075291,Male,chair,none,2783,none,some,all,nonechair,images/train.png,images/train.png,images/train.png,images/train.png,images/car.png,images/chair.png,images/car.png,images/chair.png,images/chair.png,images/chair.png,images/chair.png,images/chair.png,chair,chair,chair,chair,car,chair,car,chair,train,train,train,train,chair,car,train,L,Y,none
121815_6,25,12/18/15,12:45,8.490075291,Male,dress,some,1599,all,some,none,somedress,images/dress.png,images/dress.png,images/dress.png,images/dress.png,images/shirt.png,images/dress.png,images/dress.png,images/shirt.png,images/shorts.png,images/shorts.png,images/shorts.png,images/shorts.png,dress,dress,dress,dress,shirt,dress,dress,shirt,shorts,shorts,shorts,shorts,dress,shirt,shorts,C,Y,some
121815_6,26,12/18/15,12:45,8.490075291,Male,bird,all,1231,some,all,none,allbird,images/duck.png,images/bird.png,images/duck.png,images/bird.png,images/bird.png,images/bird.png,images/bird.png,images/bird.png,images/penguin.png,images/penguin.png,images/penguin.png,images/penguin.png,bird,bird,bird,bird,duck,bird,duck,bird,penguin,penguin,penguin,penguin,bird,duck,penguin,C,Y,all
121815_6,27,12/18/15,12:45,8.490075291,Male,apple,none,1047,all,none,some,noneapple,images/apple.png,images/apple.png,images/apple.png,images/apple.png,images/cookie.png,images/cookie.png,images/cookie.png,images/cookie.png,images/pretzel.png,images/pretzel.png,images/apple.png,images/apple.png,apple,apple,apple,apple,pretzel,pretzel,apple,apple,cookie,cookie,cookie,cookie,apple,pretzel,cookie,C,Y,none
121815_6,28,12/18/15,12:45,8.490075291,Male,butterfly,all,2382,some,all,none,allbutterfly,images/butterfly.png,images/key.png,images/butterfly.png,images/key.png,images/butterfly.png,images/butterfly.png,images/butterfly.png,images/butterfly.png,images/fence.png,images/fence.png,images/fence.png,images/fence.png,butterfly,butterfly,butterfly,butterfly,butterfly,key,butterfly,key,fence,fence,fence,fence,butterfly,key,fence,C,Y,all
121815_6,29,12/18/15,12:45,8.490075291,Male,zipper,all,1394,all,none,some,allzipper,images/zipper.png,images/zipper.png,images/zipper.png,images/zipper.png,images/purse.png,images/purse.png,images/purse.png,images/purse.png,images/zipper.png,images/glasses.png,images/glasses.png,images/zipper.png,zipper,zipper,zipper,zipper,zipper,glasses,glasses,zipper,purse,purse,purse,purse,zipper,glasses,purse,L,Y,all
121815_6,30,12/18/15,12:45,8.490075291,Male,orange,all,1403,none,all,some,allorange,images/pear.png,images/pear.png,images/pear.png,images/pear.png,images/orange.png,images/orange.png,images/orange.png,images/orange.png,images/strawberry.png,images/strawberry.png,images/orange.png,images/orange.png,orange,orange,orange,orange,strawberry,strawberry,orange,orange,pear,pear,pear,pear,orange,strawberry,pear,C,Y,all
121815_7,1,12/18/15,15:38,3.991786448,Female,toothbrush,some,5288,all,some,none,sometoothbrush,images/toothbrush.png,images/toothbrush.png,images/toothbrush.png,images/toothbrush.png,images/table.png,images/toothbrush.png,images/toothbrush.png,images/table.png,images/house.png,images/house.png,images/house.png,images/house.png,toothbrush,toothbrush,toothbrush,toothbrush,table,toothbrush,toothbrush,table,house,house,house,house,toothbrush,table,house,C,Y,some
121815_7,2,12/18/15,15:38,3.991786448,Female,frog,none,4486,none,some,all,nonefrog,images/turtle.png,images/turtle.png,images/turtle.png,images/turtle.png,images/duck.png,images/duck.png,images/frog.png,images/frog.png,images/frog.png,images/frog.png,images/frog.png,images/frog.png,frog,frog,frog,frog,duck,duck,frog,frog,turtle,turtle,turtle,turtle,frog,duck,turtle,R,N,all
121815_7,3,12/18/15,15:38,3.991786448,Female,orange,all,3780,some,none,all,allorange,images/orange.png,images/cookie.png,images/orange.png,images/cookie.png,images/banana.png,images/banana.png,images/banana.png,images/banana.png,images/orange.png,images/orange.png,images/orange.png,images/orange.png,orange,orange,orange,orange,orange,cookie,orange,cookie,banana,banana,banana,banana,orange,cookie,banana,R,Y,all
121815_7,4,12/18/15,15:38,3.991786448,Female,necklace,none,6808,some,none,all,nonenecklace,images/glasses.png,images/necklace.png,images/necklace.png,images/glasses.png,images/watch.png,images/watch.png,images/watch.png,images/watch.png,images/necklace.png,images/necklace.png,images/necklace.png,images/necklace.png,necklace,necklace,necklace,necklace,glasses,necklace,necklace,glasses,watch,watch,watch,watch,necklace,glasses,watch,R,N,all
121815_7,5,12/18/15,15:38,3.991786448,Female,fork,all,8897,all,none,some,allfork,images/fork.png,images/fork.png,images/fork.png,images/fork.png,images/cupcake.png,images/cupcake.png,images/cupcake.png,images/cupcake.png,images/fence.png,images/fork.png,images/fence.png,images/fork.png,fork,fork,fork,fork,fence,fork,fence,fork,cupcake,cupcake,cupcake,cupcake,fork,fence,cupcake,L,Y,all
121815_7,6,12/18/15,15:38,3.991786448,Female,plane,none,6847,none,all,some,noneplane,images/flower.png,images/flower.png,images/flower.png,images/flower.png,images/plane.png,images/plane.png,images/plane.png,images/plane.png,images/lamp.png,images/plane.png,images/plane.png,images/lamp.png,plane,plane,plane,plane,lamp,plane,plane,lamp,flower,flower,flower,flower,plane,lamp,flower,C,N,all
121815_7,7,12/18/15,15:38,3.991786448,Female,owl,all,6761,some,all,none,allowl,images/goat.png,images/goat.png,images/owl.png,images/owl.png,images/owl.png,images/owl.png,images/owl.png,images/owl.png,images/cat.png,images/cat.png,images/cat.png,images/cat.png,owl,owl,owl,owl,goat,goat,owl,owl,cat,cat,cat,cat,owl,goat,cat,C,Y,all
121815_7,8,12/18/15,15:38,3.991786448,Female,bucket,all,20582,some,none,all,allbucket,images/soccer.png,images/bucket.png,images/soccer.png,images/bucket.png,images/guitar.png,images/guitar.png,images/guitar.png,images/guitar.png,images/bucket.png,images/bucket.png,images/bucket.png,images/bucket.png,bucket,bucket,bucket,bucket,soccer,bucket,soccer,bucket,guitar,guitar,guitar,guitar,bucket,soccer,guitar,R,Y,all
121815_7,9,12/18/15,15:38,3.991786448,Female,zipper,some,3337,none,some,all,somezipper,images/sock.png,images/sock.png,images/sock.png,images/sock.png,images/zipper.png,images/shorts.png,images/shorts.png,images/zipper.png,images/zipper.png,images/zipper.png,images/zipper.png,images/zipper.png,zipper,zipper,zipper,zipper,zipper,shorts,shorts,zipper,sock,sock,sock,sock,zipper,shorts,sock,R,N,all
121815_7,10,12/18/15,15:38,3.991786448,Female,phone,none,1953,all,none,some,nonephone,images/phone.png,images/phone.png,images/phone.png,images/phone.png,images/partyhat.png,images/partyhat.png,images/partyhat.png,images/partyhat.png,images/phone.png,images/phone.png,images/bee.png,images/bee.png,phone,phone,phone,phone,phone,phone,bee,bee,partyhat,partyhat,partyhat,partyhat,phone,bee,partyhat,L,N,all
121815_7,11,12/18/15,15:38,3.991786448,Female,balloon,all,2064,some,none,all,allballoon,images/scissors.png,images/balloon.png,images/balloon.png,images/scissors.png,images/crayon.png,images/crayon.png,images/crayon.png,images/crayon.png,images/balloon.png,images/balloon.png,images/balloon.png,images/balloon.png,balloon,balloon,balloon,balloon,scissors,balloon,balloon,scissors,crayon,crayon,crayon,crayon,balloon,scissors,crayon,R,Y,all
121815_7,12,12/18/15,15:38,3.991786448,Female,boat,all,1009,all,some,none,allboat,images/boat.png,images/boat.png,images/boat.png,images/boat.png,images/book.png,images/boat.png,images/book.png,images/boat.png,images/bell.png,images/bell.png,images/bell.png,images/bell.png,boat,boat,boat,boat,book,boat,book,boat,bell,bell,bell,bell,boat,book,bell,L,Y,all
121815_7,13,12/18/15,15:38,3.991786448,Female,hat,all,2359,none,all,some,allhat,images/shirt.png,images/shirt.png,images/shirt.png,images/shirt.png,images/hat.png,images/hat.png,images/hat.png,images/hat.png,images/shoe.png,images/hat.png,images/shoe.png,images/hat.png,hat,hat,hat,hat,shoe,hat,shoe,hat,shirt,shirt,shirt,shirt,hat,shoe,shirt,C,Y,all
121815_7,14,12/18/15,15:38,3.991786448,Female,stroller,all,3289,all,none,some,allstroller,images/stroller.png,images/stroller.png,images/stroller.png,images/stroller.png,images/butterfly.png,images/butterfly.png,images/butterfly.png,images/butterfly.png,images/stroller.png,images/present.png,images/present.png,images/stroller.png,stroller,stroller,stroller,stroller,stroller,present,present,stroller,butterfly,butterfly,butterfly,butterfly,stroller,present,butterfly,L,Y,all
121815_7,15,12/18/15,15:38,3.991786448,Female,popsicle,all,2365,some,none,all,allpopsicle,images/pretzel.png,images/popsicle.png,images/pretzel.png,images/popsicle.png,images/pizza.png,images/pizza.png,images/pizza.png,images/pizza.png,images/popsicle.png,images/popsicle.png,images/popsicle.png,images/popsicle.png,popsicle,popsicle,popsicle,popsicle,pretzel,popsicle,pretzel,popsicle,pizza,pizza,pizza,pizza,popsicle,pretzel,pizza,L,N,some
121815_7,16,12/18/15,15:38,3.991786448,Female,tiger,some,1004,none,all,some,sometiger,images/lion.png,images/lion.png,images/lion.png,images/lion.png,images/tiger.png,images/tiger.png,images/tiger.png,images/tiger.png,images/fish.png,images/tiger.png,images/fish.png,images/tiger.png,tiger,tiger,tiger,tiger,fish,tiger,fish,tiger,lion,lion,lion,lion,tiger,fish,lion,L,N,none
121815_7,17,12/18/15,15:38,3.991786448,Female,purse,some,3247,all,some,none,somepurse,images/purse.png,images/purse.png,images/purse.png,images/purse.png,images/purse.png,images/purse.png,images/mitten.png,images/mitten.png,images/dress.png,images/dress.png,images/dress.png,images/dress.png,purse,purse,purse,purse,purse,purse,mitten,mitten,dress,dress,dress,dress,purse,mitten,dress,R,N,none
121815_7,18,12/18/15,15:38,3.991786448,Female,tree,none,1515,none,all,some,nonetree,images/cup.png,images/cup.png,images/cup.png,images/cup.png,images/tree.png,images/tree.png,images/tree.png,images/tree.png,images/tree.png,images/comb.png,images/tree.png,images/comb.png,tree,tree,tree,tree,tree,comb,tree,comb,cup,cup,cup,cup,tree,comb,cup,C,N,all
121815_7,19,12/18/15,15:38,3.991786448,Female,donut,none,1704,some,none,all,nonedonut,images/donut.png,images/strawberry.png,images/donut.png,images/strawberry.png,images/pear.png,images/pear.png,images/pear.png,images/pear.png,images/donut.png,images/donut.png,images/donut.png,images/donut.png,donut,donut,donut,donut,donut,strawberry,donut,strawberry,pear,pear,pear,pear,donut,strawberry,pear,R,N,all
121815_7,20,12/18/15,15:38,3.991786448,Female,pig,none,3127,all,some,none,nonepig,images/pig.png,images/pig.png,images/pig.png,images/pig.png,images/pig.png,images/pig.png,images/cow.png,images/cow.png,images/bear.png,images/bear.png,images/bear.png,images/bear.png,pig,pig,pig,pig,pig,pig,cow,cow,bear,bear,bear,bear,pig,cow,bear,L,N,all
121815_7,21,12/18/15,15:38,3.991786448,Female,pencil,some,1468,some,none,all,somepencil,images/teddybear.png,images/pencil.png,images/pencil.png,images/teddybear.png,images/drum.png,images/drum.png,images/drum.png,images/drum.png,images/pencil.png,images/pencil.png,images/pencil.png,images/pencil.png,pencil,pencil,pencil,pencil,teddybear,pencil,pencil,teddybear,drum,drum,drum,drum,pencil,teddybear,drum,L,Y,some
121815_7,22,12/18/15,15:38,3.991786448,Female,monkey,some,2160,none,all,some,somemonkey,images/dog.png,images/dog.png,images/dog.png,images/dog.png,images/monkey.png,images/monkey.png,images/monkey.png,images/monkey.png,images/monkey.png,images/monkey.png,images/bird.png,images/bird.png,monkey,monkey,monkey,monkey,monkey,monkey,bird,bird,dog,dog,dog,dog,monkey,bird,dog,C,N,all
1616_1,1,1/6/16,11:38,4,Male,butterfly,some,9608,all,none,some,somebutterfly,images/butterfly.png,images/butterfly.png,images/butterfly.png,images/butterfly.png,images/lamp.png,images/lamp.png,images/lamp.png,images/lamp.png,images/butterfly.png,images/phone.png,images/phone.png,images/butterfly.png,butterfly,butterfly,butterfly,butterfly,butterfly,phone,phone,butterfly,lamp,lamp,lamp,lamp,butterfly,phone,lamp,L,N,all
1616_1,2,1/6/16,11:38,4,Male,tiger,none,16931,all,some,none,nonetiger,images/tiger.png,images/tiger.png,images/tiger.png,images/tiger.png,images/tiger.png,images/tiger.png,images/frog.png,images/frog.png,images/fish.png,images/fish.png,images/fish.png,images/fish.png,tiger,tiger,tiger,tiger,tiger,tiger,frog,frog,fish,fish,fish,fish,tiger,frog,fish,L,N,all
1616_1,3,1/6/16,11:38,4,Male,apple,some,9003,some,all,none,someapple,images/apple.png,images/apple.png,images/cookie.png,images/cookie.png,images/apple.png,images/apple.png,images/apple.png,images/apple.png,images/pizza.png,images/pizza.png,images/pizza.png,images/pizza.png,apple,apple,apple,apple,apple,apple,cookie,cookie,pizza,pizza,pizza,pizza,apple,cookie,pizza,C,N,all
1616_1,4,1/6/16,11:38,4,Male,carrot,none,17554,all,some,none,nonecarrot,images/carrot.png,images/carrot.png,images/carrot.png,images/carrot.png,images/pear.png,images/pear.png,images/carrot.png,images/carrot.png,images/strawberry.png,images/strawberry.png,images/strawberry.png,images/strawberry.png,carrot,carrot,carrot,carrot,pear,pear,carrot,carrot,strawberry,strawberry,strawberry,strawberry,carrot,pear,strawberry,R,Y,none
1616_1,5,1/6/16,11:38,4,Male,boat,none,20058,none,some,all,noneboat,images/pencil.png,images/pencil.png,images/pencil.png,images/pencil.png,images/boat.png,images/bucket.png,images/bucket.png,images/boat.png,images/boat.png,images/boat.png,images/boat.png,images/boat.png,boat,boat,boat,boat,boat,bucket,bucket,boat,pencil,pencil,pencil,pencil,boat,bucket,pencil,R,N,all
1616_1,6,1/6/16,11:38,4,Male,bird,all,8872,none,all,some,allbird,images/lion.png,images/lion.png,images/lion.png,images/lion.png,images/bird.png,images/bird.png,images/bird.png,images/bird.png,images/cow.png,images/bird.png,images/bird.png,images/cow.png,bird,bird,bird,bird,cow,bird,bird,cow,lion,lion,lion,lion,bird,cow,lion,C,Y,all
1616_1,7,1/6/16,11:38,4,Male,cupcake,some,12797,all,some,none,somecupcake,images/cupcake.png,images/cupcake.png,images/cupcake.png,images/cupcake.png,images/cupcake.png,images/table.png,images/table.png,images/cupcake.png,images/spoon.png,images/spoon.png,images/spoon.png,images/spoon.png,cupcake,cupcake,cupcake,cupcake,cupcake,table,table,cupcake,spoon,spoon,spoon,spoon,cupcake,table,spoon,L,N,all
1616_1,8,1/6/16,11:38,4,Male,partyhat,some,6729,some,none,all,somepartyhat,images/present.png,images/present.png,images/partyhat.png,images/partyhat.png,images/fork.png,images/fork.png,images/fork.png,images/fork.png,images/partyhat.png,images/partyhat.png,images/partyhat.png,images/partyhat.png,partyhat,partyhat,partyhat,partyhat,present,present,partyhat,partyhat,fork,fork,fork,fork,partyhat,present,fork,R,N,all
1616_1,9,1/6/16,11:38,4,Male,dog,some,6449,some,none,all,somedog,images/dog.png,images/dog.png,images/owl.png,images/owl.png,images/duck.png,images/duck.png,images/duck.png,images/duck.png,images/dog.png,images/dog.png,images/dog.png,images/dog.png,dog,dog,dog,dog,dog,dog,owl,owl,duck,duck,duck,duck,dog,owl,duck,R,N,all
1616_1,10,1/6/16,11:38,4,Male,car,some,8389,none,all,some,somecar,images/toothbrush.png,images/toothbrush.png,images/toothbrush.png,images/toothbrush.png,images/car.png,images/car.png,images/car.png,images/car.png,images/car.png,images/plate.png,images/plate.png,images/car.png,car,car,car,car,car,plate,plate,car,toothbrush,toothbrush,toothbrush,toothbrush,car,plate,toothbrush,C,N,all
1616_1,11,1/6/16,11:38,4,Male,bear,none,21958,none,some,all,nonebear,images/turtle.png,images/turtle.png,images/turtle.png,images/turtle.png,images/pig.png,images/bear.png,images/bear.png,images/pig.png,images/bear.png,images/bear.png,images/bear.png,images/bear.png,bear,bear,bear,bear,pig,bear,bear,pig,turtle,turtle,turtle,turtle,bear,pig,turtle,L,Y,none
1616_1,12,1/6/16,11:38,4,Male,balloon,all,3968,none,some,all,allballoon,images/paintbrush.png,images/paintbrush.png,images/paintbrush.png,images/paintbrush.png,images/book.png,images/book.png,images/balloon.png,images/balloon.png,images/balloon.png,images/balloon.png,images/balloon.png,images/balloon.png,balloon,balloon,balloon,balloon,book,book,balloon,balloon,paintbrush,paintbrush,paintbrush,paintbrush,balloon,book,paintbrush,R,Y,all
1616_1,13,1/6/16,11:38,4,Male,cat,all,4485,all,some,none,allcat,images/cat.png,images/cat.png,images/cat.png,images/cat.png,images/cat.png,images/horse.png,images/cat.png,images/horse.png,images/penguin.png,images/penguin.png,images/penguin.png,images/penguin.png,cat,cat,cat,cat,cat,horse,cat,horse,penguin,penguin,penguin,penguin,cat,horse,penguin,L,Y,all
1616_1,14,1/6/16,11:38,4,Male,donut,all,11988,all,some,none,alldonut,images/donut.png,images/donut.png,images/donut.png,images/donut.png,images/donut.png,images/popsicle.png,images/popsicle.png,images/donut.png,images/pretzel.png,images/pretzel.png,images/pretzel.png,images/pretzel.png,donut,donut,donut,donut,donut,popsicle,popsicle,donut,pretzel,pretzel,pretzel,pretzel,donut,popsicle,pretzel,L,Y,all
1616_1,15,1/6/16,11:38,4,Male,bee,some,17333,all,none,some,somebee,images/bee.png,images/bee.png,images/bee.png,images/bee.png,images/clock.png,images/clock.png,images/clock.png,images/clock.png,images/bee.png,images/barn.png,images/barn.png,images/bee.png,bee,bee,bee,bee,bee,barn,barn,bee,clock,clock,clock,clock,bee,barn,clock,L,N,all
1616_1,16,1/6/16,11:38,4,Male,teddybear,none,7890,all,none,some,noneteddybear,images/teddybear.png,images/teddybear.png,images/teddybear.png,images/teddybear.png,images/guitar.png,images/guitar.png,images/guitar.png,images/guitar.png,images/block.png,images/teddybear.png,images/teddybear.png,images/block.png,teddybear,teddybear,teddybear,teddybear,block,teddybear,teddybear,block,guitar,guitar,guitar,guitar,teddybear,block,guitar,L,N,all
1616_1,17,1/6/16,11:38,4,Male,giraffe,all,15513,all,some,none,allgiraffe,images/giraffe.png,images/giraffe.png,images/giraffe.png,images/giraffe.png,images/giraffe.png,images/goat.png,images/giraffe.png,images/goat.png,images/chicken.png,images/chicken.png,images/chicken.png,images/chicken.png,giraffe,giraffe,giraffe,giraffe,giraffe,goat,giraffe,goat,chicken,chicken,chicken,chicken,giraffe,goat,chicken,L,Y,all
1616_1,18,1/6/16,11:38,4,Male,chair,none,13996,none,some,all,nonechair,images/stroller.png,images/stroller.png,images/stroller.png,images/stroller.png,images/bus.png,images/chair.png,images/bus.png,images/chair.png,images/chair.png,images/chair.png,images/chair.png,images/chair.png,chair,chair,chair,chair,bus,chair,bus,chair,stroller,stroller,stroller,stroller,chair,bus,stroller,L,Y,none
1616_1,19,1/6/16,11:38,4,Male,monkey,some,5863,all,some,none,somemonkey,images/monkey.png,images/monkey.png,images/monkey.png,images/monkey.png,images/sheep.png,images/monkey.png,images/sheep.png,images/monkey.png,images/elephant.png,images/elephant.png,images/elephant.png,images/elephant.png,monkey,monkey,monkey,monkey,sheep,monkey,sheep,monkey,elephant,elephant,elephant,elephant,monkey,sheep,elephant,L,N,all
1616_1,20,1/6/16,11:38,4,Male,scissors,none,11804,all,none,some,nonescissors,images/scissors.png,images/scissors.png,images/scissors.png,images/scissors.png,images/crayon.png,images/crayon.png,images/crayon.png,images/crayon.png,images/scissors.png,images/bike.png,images/bike.png,images/scissors.png,scissors,scissors,scissors,scissors,scissors,bike,bike,scissors,crayon,crayon,crayon,crayon,scissors,bike,crayon,C,Y,none
1616_1,21,1/6/16,11:38,4,Male,shorts,none,5876,all,none,some,noneshorts,images/shorts.png,images/shorts.png,images/shorts.png,images/shorts.png,images/shirt.png,images/shirt.png,images/shirt.png,images/shirt.png,images/shoe.png,images/shoe.png,images/shorts.png,images/shorts.png,shorts,shorts,shorts,shorts,shoe,shoe,shorts,shorts,shirt,shirt,shirt,shirt,shorts,shoe,shirt,C,Y,none
1616_1,22,1/6/16,11:38,4,Male,sock,none,10568,all,none,some,nonesock,images/sock.png,images/sock.png,images/sock.png,images/sock.png,images/dress.png,images/dress.png,images/dress.png,images/dress.png,images/mitten.png,images/sock.png,images/sock.png,images/mitten.png,sock,sock,sock,sock,mitten,sock,sock,mitten,dress,dress,dress,dress,sock,mitten,dress,C,Y,none
1616_1,23,1/6/16,11:38,4,Male,flower,none,7255,none,some,all,noneflower,images/cup.png,images/cup.png,images/cup.png,images/cup.png,images/flower.png,images/flower.png,images/plane.png,images/plane.png,images/flower.png,images/flower.png,images/flower.png,images/flower.png,flower,flower,flower,flower,flower,flower,plane,plane,cup,cup,cup,cup,flower,plane,cup,C,N,some
1616_1,24,1/6/16,11:38,4,Male,soccer,all,4622,all,none,some,allsoccer,images/soccer.png,images/soccer.png,images/soccer.png,images/soccer.png,images/drum.png,images/drum.png,images/drum.png,images/drum.png,images/soccer.png,images/bell.png,images/bell.png,images/soccer.png,soccer,soccer,soccer,soccer,soccer,bell,bell,soccer,drum,drum,drum,drum,soccer,bell,drum,L,Y,all
1616_1,25,1/6/16,11:38,4,Male,watch,all,7112,none,some,all,allwatch,images/glasses.png,images/glasses.png,images/glasses.png,images/glasses.png,images/purse.png,images/watch.png,images/watch.png,images/purse.png,images/watch.png,images/watch.png,images/watch.png,images/watch.png,watch,watch,watch,watch,purse,watch,watch,purse,glasses,glasses,glasses,glasses,watch,purse,glasses,R,Y,all
1616_1,26,1/6/16,11:38,4,Male,tree,some,1793,none,all,some,sometree,images/fence.png,images/fence.png,images/fence.png,images/fence.png,images/tree.png,images/tree.png,images/tree.png,images/tree.png,images/tree.png,images/trafficlight.png,images/trafficlight.png,images/tree.png,tree,tree,tree,tree,tree,trafficlight,trafficlight,tree,fence,fence,fence,fence,tree,trafficlight,fence,C,N,all
1616_1,27,1/6/16,11:38,4,Male,hat,all,5162,all,some,none,allhat,images/hat.png,images/hat.png,images/hat.png,images/hat.png,images/hat.png,images/zipper.png,images/hat.png,images/zipper.png,images/necklace.png,images/necklace.png,images/necklace.png,images/necklace.png,hat,hat,hat,hat,hat,zipper,hat,zipper,necklace,necklace,necklace,necklace,hat,zipper,necklace,L,Y,all
1616_1,28,1/6/16,11:38,4,Male,train,all,11344,none,some,all,alltrain,images/key.png,images/key.png,images/key.png,images/key.png,images/firetruck.png,images/train.png,images/firetruck.png,images/train.png,images/train.png,images/train.png,images/train.png,images/train.png,train,train,train,train,firetruck,train,firetruck,train,key,key,key,key,train,firetruck,key,R,Y,all
1616_1,29,1/6/16,11:38,4,Male,comb,all,5227,all,none,some,allcomb,images/comb.png,images/comb.png,images/comb.png,images/comb.png,images/house.png,images/house.png,images/house.png,images/house.png,images/comb.png,images/comb.png,images/map.png,images/map.png,comb,comb,comb,comb,comb,comb,map,map,house,house,house,house,comb,map,house,L,Y,all
1616_1,30,1/6/16,11:38,4,Male,orange,some,13965,some,none,all,someorange,images/orange.png,images/cake.png,images/cake.png,images/orange.png,images/banana.png,images/banana.png,images/banana.png,images/banana.png,images/orange.png,images/orange.png,images/orange.png,images/orange.png,orange,orange,orange,orange,orange,cake,cake,orange,banana,banana,banana,banana,orange,cake,banana,R,N,all
1616_2,1,1/6/16,11:59,5.938398357,Male,goat,none,8056,some,all,none,nonegoat,images/horse.png,images/goat.png,images/goat.png,images/horse.png,images/goat.png,images/goat.png,images/goat.png,images/goat.png,images/cat.png,images/cat.png,images/cat.png,images/cat.png,goat,goat,goat,goat,horse,goat,goat,horse,cat,cat,cat,cat,goat,horse,cat,R,Y,none
1616_2,2,1/6/16,11:59,5.938398357,Male,cow,all,5315,none,all,some,allcow,images/bear.png,images/bear.png,images/bear.png,images/bear.png,images/cow.png,images/cow.png,images/cow.png,images/cow.png,images/lion.png,images/cow.png,images/cow.png,images/lion.png,cow,cow,cow,cow,lion,cow,cow,lion,bear,bear,bear,bear,cow,lion,bear,C,Y,all
1616_2,3,1/6/16,11:59,5.938398357,Male,pizza,none,2788,some,none,all,nonepizza,images/pizza.png,images/pizza.png,images/orange.png,images/orange.png,images/apple.png,images/apple.png,images/apple.png,images/apple.png,images/pizza.png,images/pizza.png,images/pizza.png,images/pizza.png,pizza,pizza,pizza,pizza,pizza,pizza,orange,orange,apple,apple,apple,apple,pizza,orange,apple,C,Y,none
1616_2,4,1/6/16,11:59,5.938398357,Male,shorts,none,3044,all,some,none,noneshorts,images/shorts.png,images/shorts.png,images/shorts.png,images/shorts.png,images/shorts.png,images/shorts.png,images/mitten.png,images/mitten.png,images/purse.png,images/purse.png,images/purse.png,images/purse.png,shorts,shorts,shorts,shorts,shorts,shorts,mitten,mitten,purse,purse,purse,purse,shorts,mitten,purse,R,Y,none
1616_2,5,1/6/16,11:59,5.938398357,Male,firetruck,some,2267,all,some,none,somefiretruck,images/firetruck.png,images/firetruck.png,images/firetruck.png,images/firetruck.png,images/firetruck.png,images/fork.png,images/firetruck.png,images/fork.png,images/trafficlight.png,images/trafficlight.png,images/trafficlight.png,images/trafficlight.png,firetruck,firetruck,firetruck,firetruck,firetruck,fork,firetruck,fork,trafficlight,trafficlight,trafficlight,trafficlight,firetruck,fork,trafficlight,C,Y,some
1616_2,6,1/6/16,11:59,5.938398357,Male,dog,some,1183,some,none,all,somedog,images/pig.png,images/dog.png,images/pig.png,images/dog.png,images/duck.png,images/duck.png,images/duck.png,images/duck.png,images/dog.png,images/dog.png,images/dog.png,images/dog.png,dog,dog,dog,dog,pig,dog,pig,dog,duck,duck,duck,duck,dog,pig,duck,L,Y,some
1616_2,7,1/6/16,11:59,5.938398357,Male,car,all,1066,some,all,none,allcar,images/lamp.png,images/car.png,images/car.png,images/lamp.png,images/car.png,images/car.png,images/car.png,images/car.png,images/flower.png,images/flower.png,images/flower.png,images/flower.png,car,car,car,car,lamp,car,car,lamp,flower,flower,flower,flower,car,lamp,flower,C,Y,all
1616_2,8,1/6/16,11:59,5.938398357,Male,plane,all,1141,some,all,none,allplane,images/plane.png,images/plane.png,images/present.png,images/present.png,images/plane.png,images/plane.png,images/plane.png,images/plane.png,images/stroller.png,images/stroller.png,images/stroller.png,images/stroller.png,plane,plane,plane,plane,plane,plane,present,present,stroller,stroller,stroller,stroller,plane,present,stroller,C,Y,all
1616_2,10,1/6/16,11:59,5.938398357,Male,clock,none,2674,none,some,all,noneclock,images/phone.png,images/phone.png,images/phone.png,images/phone.png,images/butterfly.png,images/butterfly.png,images/clock.png,images/clock.png,images/clock.png,images/clock.png,images/clock.png,images/clock.png,clock,clock,clock,clock,butterfly,butterfly,clock,clock,phone,phone,phone,phone,clock,butterfly,phone,L,Y,none
1616_2,11,1/6/16,11:59,5.938398357,Male,toothbrush,some,1982,some,all,none,sometoothbrush,images/toothbrush.png,images/cup.png,images/cup.png,images/toothbrush.png,images/toothbrush.png,images/toothbrush.png,images/toothbrush.png,images/toothbrush.png,images/map.png,images/map.png,images/map.png,images/map.png,toothbrush,toothbrush,toothbrush,toothbrush,toothbrush,cup,cup,toothbrush,map,map,map,map,toothbrush,cup,map,L,Y,some
1616_2,12,1/6/16,11:59,5.938398357,Male,donut,none,3601,none,some,all,nonedonut,images/popsicle.png,images/popsicle.png,images/popsicle.png,images/popsicle.png,images/donut.png,images/cookie.png,images/donut.png,images/cookie.png,images/donut.png,images/donut.png,images/donut.png,images/donut.png,donut,donut,donut,donut,donut,cookie,donut,cookie,popsicle,popsicle,popsicle,popsicle,donut,cookie,popsicle,L,Y,none
1616_2,13,1/6/16,11:59,5.938398357,Male,block,all,1918,some,none,all,allblock,images/block.png,images/block.png,images/soccer.png,images/soccer.png,images/pencil.png,images/pencil.png,images/pencil.png,images/pencil.png,images/block.png,images/block.png,images/block.png,images/block.png,block,block,block,block,block,block,soccer,soccer,pencil,pencil,pencil,pencil,block,soccer,pencil,R,Y,all
